gen_id,candidate_id,knob_M,knob_N,knob_K,knob_tile_m,knob_tile_n,knob_tile_k,knob_wg_x,knob_wg_y,knob_wg_z,knob_subgroup_m_cnt,knob_subgroup_n_cnt,knob_intrinsic_mn,knob_intrinsic_k,knob_subgroup_m,knob_subgroup_n,knob_subgroup_k,to_compile,compile_status,to_benchmark,benchmark_device_id,benchmark_queue_position,benchmark_status,baseline_benchmark_time_us,benchmark_time_us,benchmark_speedup,benchmark_rank_order
1,1,128,1280,2048,128,32,16,128,2,1,2,2,16,4,0,0,0,True,True,False,,,False,,,,
2,2,128,1280,2048,64,320,32,256,2,1,2,4,16,4,0,0,0,True,True,True,hip://2,1,True,88.67,55.93,0.63074,47
3,3,128,1280,2048,64,256,32,256,2,1,2,4,16,4,0,0,0,True,True,True,hip://5,2,True,89.16,192.25,2.15626,214
17,4,128,1280,2048,32,256,32,256,2,1,2,4,16,4,0,0,0,True,True,True,hip://6,3,True,89.08,179.77,2.01805,200
18,5,128,1280,2048,32,256,16,256,2,1,2,4,16,4,0,0,0,True,True,True,hip://7,4,True,88.95,107.47,1.20814,137
19,6,128,1280,2048,32,320,16,256,2,1,2,4,16,4,0,0,0,True,True,True,hip://7,5,True,88.95,121.74,1.36859,153
20,7,128,1280,2048,32,320,32,256,2,1,2,4,16,4,0,0,0,True,False,False,,,False,,,,
21,8,128,1280,2048,32,160,64,128,2,1,2,2,16,4,0,0,0,True,True,True,hip://5,6,True,89.16,111.57,1.25134,143
22,9,128,1280,2048,32,128,64,128,2,1,2,2,16,4,0,0,0,True,True,True,hip://2,7,True,88.67,68.4,0.77134,67
28,10,128,1280,2048,32,160,16,128,2,1,2,2,16,4,0,0,0,True,True,True,hip://6,8,True,89.08,60.04,0.67396,58
29,11,128,1280,2048,32,160,32,128,2,1,2,2,16,4,0,0,0,True,False,False,,,False,,,,
30,12,128,1280,2048,32,128,16,128,2,1,2,2,16,4,0,0,0,True,True,True,hip://7,9,True,88.95,65.54,0.73676,64
31,13,128,1280,2048,32,128,32,128,2,1,2,2,16,4,0,0,0,True,True,True,hip://6,10,True,89.08,77.15,0.86603,71
32,14,128,1280,2048,32,320,32,128,2,1,2,2,16,4,0,0,0,True,True,True,hip://2,11,True,88.67,54.37,0.61319,43
33,15,128,1280,2048,32,256,32,128,2,1,2,2,16,4,0,0,0,True,True,True,hip://5,12,True,89.16,125.55,1.40821,159
42,16,128,1280,2048,32,256,16,128,2,1,2,2,16,4,0,0,0,True,True,True,hip://7,13,True,88.95,123.64,1.38995,156
43,17,128,1280,2048,32,320,16,128,2,1,2,2,16,4,0,0,0,True,True,True,hip://2,14,True,88.67,127.46,1.4374,161
46,18,128,1280,2048,128,64,64,128,2,1,2,2,16,4,0,0,0,True,True,True,hip://6,15,True,89.08,126.93,1.42495,160
47,19,128,1280,2048,128,32,64,128,2,1,2,2,16,4,0,0,0,True,True,True,hip://5,16,True,89.16,92.96,1.04262,113
48,20,128,1280,2048,128,128,64,128,2,1,2,2,16,4,0,0,0,True,True,True,hip://2,17,True,88.67,55.1,0.62141,45
49,21,128,1280,2048,64,160,64,128,2,1,2,2,16,4,0,0,0,True,True,True,hip://7,18,True,88.95,314.48,3.5353,260
50,22,128,1280,2048,64,128,64,128,2,1,2,2,16,4,0,0,0,True,True,True,hip://5,19,True,89.16,110.07,1.23453,142
