gen_id,candidate_id,knob_M,knob_N,knob_K,knob_tile_m,knob_tile_n,knob_tile_k,knob_wg_x,knob_wg_y,knob_wg_z,knob_subgroup_m_cnt,knob_subgroup_n_cnt,knob_intrinsic_mn,knob_intrinsic_k,knob_subgroup_m,knob_subgroup_n,knob_subgroup_k,to_compile,compile_status,to_benchmark,benchmark_device_id,benchmark_queue_position,benchmark_status,baseline_benchmark_time_us,benchmark_time_us,benchmark_speedup,benchmark_rank_order
1,1,1024,10240,1280,64,32,128,64,4,1,4,2,16,16,0,0,0,True,True,False,,,False,,,,
2,2,1024,10240,1280,64,64,32,64,2,1,2,2,16,16,0,0,0,True,True,True,hip://0,1,True,188.33,511.26,2.71476,318
3,3,1024,10240,1280,64,128,128,64,2,1,2,2,16,16,0,0,0,True,True,True,hip://0,2,True,188.33,321.09,1.70497,148
4,4,1024,10240,1280,64,160,128,64,2,1,2,2,16,16,0,0,0,True,True,True,hip://0,3,True,188.33,299.9,1.59244,129
5,5,1024,10240,1280,64,160,128,64,4,1,4,2,16,16,0,0,0,True,True,True,hip://0,4,True,188.33,285.78,1.51745,103
6,6,1024,10240,1280,128,128,128,64,2,1,2,2,16,16,0,0,0,True,True,True,hip://0,5,True,188.33,327.82,1.74067,159
7,7,1024,10240,1280,128,32,128,64,2,1,2,2,16,16,0,0,0,True,True,True,hip://0,6,True,188.33,805.14,4.27524,445
8,8,1024,10240,1280,128,64,128,64,2,1,2,2,16,16,0,0,0,True,True,True,hip://0,7,True,188.33,442.02,2.34711,271
10,9,1024,10240,1280,128,128,128,64,4,1,4,2,16,16,0,0,0,True,True,True,hip://0,8,True,188.33,345.36,1.83384,187
11,10,1024,10240,1280,128,64,128,64,4,1,4,2,16,16,0,0,0,True,True,True,hip://0,9,True,188.33,905.37,4.80744,467
12,11,1024,10240,1280,128,32,128,64,4,1,4,2,16,16,0,0,0,True,True,True,hip://0,10,True,188.33,287.71,1.52773,104
13,12,1024,10240,1280,128,128,128,32,4,1,4,1,16,16,0,0,0,True,True,True,hip://0,11,True,188.33,406.57,2.15885,242
14,13,1024,10240,1280,128,80,128,32,8,1,8,1,16,16,0,0,0,True,True,True,hip://0,12,True,188.33,1084.07,5.75631,506
15,14,1024,10240,1280,128,80,128,32,4,1,4,1,16,16,0,0,0,True,True,True,hip://0,13,True,188.33,332.45,1.7653,165
23,15,1024,10240,1280,128,256,16,256,1,1,1,8,16,16,0,0,0,True,True,True,hip://0,14,True,188.33,269.29,1.42993,83
24,16,1024,10240,1280,128,512,16,256,1,1,1,8,16,16,0,0,0,True,True,True,hip://0,15,True,188.33,238.45,1.26613,54
25,17,1024,10240,1280,64,512,16,256,1,1,1,8,16,16,0,0,0,True,True,True,hip://0,16,True,188.33,755.12,4.00961,428
26,18,1024,10240,1280,32,512,16,256,1,1,1,8,16,16,0,0,0,True,True,True,hip://0,17,True,188.33,319.88,1.69854,147
27,19,1024,10240,1280,16,512,16,256,1,1,1,8,16,16,0,0,0,True,True,True,hip://0,18,True,188.33,536.81,2.85044,333
28,20,1024,10240,1280,512,256,16,256,1,1,1,8,16,16,0,0,0,True,True,True,hip://0,19,True,188.33,2192.31,11.64097,588
29,21,1024,10240,1280,256,256,16,256,1,1,1,8,16,16,0,0,0,True,True,True,hip://0,20,True,188.33,3088.83,16.40141,644
30,22,1024,10240,1280,64,256,16,256,1,1,1,8,16,16,0,0,0,True,True,True,hip://0,21,True,188.33,685.33,3.63902,405
